,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Annual_Rainfall
258,Rice,Clay,6.25,15.013911854607894,80.0,14.86128893531222,78.0,60.0,44.0,1405.8
259,Barley,Clay,6.25,15.29200736051334,80.0,8.637267174540213,60.0,50.0,40.0,790.0
260,Cotton,Clay,6.25,12.334480375677431,80.0,10.538250438493806,66.0,55.00000000000001,48.0,837.7
261,Sugarcane,Saline,8.0,18.794642948933827,80.0,10.843574271908128,84.5,66.0,54.0,1114.0
262,Tomato,Peaty,5.5,14.687034360502388,80.0,9.433309936646577,55.0,40.5,35.0,866.4
263,Potato,Clay,6.25,16.952011719581336,80.0,6.669885684725644,66.0,50.0,36.0,565.0
264,Wheat,Clay,6.25,22.57258781294791,77.42741218705208,12.31924956753258,66.0,50.0,36.0,871.7
265,Corn,Sandy,6.75,7.065941422024554,80.0,6.824081951808756,60.0,44.0,30.0,690.0
266,Rice,Peaty,5.5,15.5268775307298,80.0,5.997923515245387,71.5,54.0,38.5,1271.3
267,Barley,Clay,6.25,16.598909670712686,80.0,7.532135753532697,60.0,50.0,40.0,634.5
268,Cotton,Peaty,5.5,26.25227383908135,73.74772616091865,7.894024936579734,60.50000000000001,49.50000000000001,42.0,734.7
269,Sugarcane,Clay,6.25,12.685254672873205,80.0,6.755741113763788,78.0,60.0,48.0,1362.3
270,Tomato,Sandy,6.75,16.327019141742685,80.0,12.241495672778743,50.0,36.0,30.0,950.2
271,Potato,Clay,6.25,18.463496629971065,80.0,11.37262790859424,66.0,50.0,36.0,548.2
272,Wheat,Clay,6.25,12.764267688080434,80.0,8.241828694388126,66.0,50.0,36.0,626.8
273,Corn,Saline,8.0,20.46635452729965,79.53364547270036,13.673753312878429,78.0,60.50000000000001,45.0,632.1
274,Rice,Loamy,6.5,12.212541074960832,80.0,5.890591061262766,91.0,72.0,55.00000000000001,1476.5
275,Barley,Clay,6.25,27.898546688271598,72.1014533117284,12.00094121031448,60.0,50.0,40.0,449.2
276,Cotton,Peaty,5.5,20.52024568241677,79.47975431758323,11.169881758089703,60.50000000000001,49.50000000000001,42.0,605.1
277,Sugarcane,Clay,6.25,15.845620250495452,80.0,10.75471325449696,78.0,60.0,48.0,1022.0
278,Tomato,Peaty,5.5,8.450114208588033,80.0,8.254957258154068,55.0,40.5,35.0,716.5
279,Potato,Loamy,6.5,20.8096180107354,79.1903819892646,5.34540835974947,77.0,60.0,45.0,615.7
280,Wheat,Saline,8.0,18.15645641630084,80.0,5.33015208760959,71.5,55.0,40.5,827.4
281,Corn,Clay,6.25,18.664875896307407,80.0,13.683006977419875,72.0,55.00000000000001,40.0,1026.7
282,Rice,Peaty,5.5,18.474989503884373,80.0,15.839628512544296,71.5,54.0,38.5,1270.7
283,Barley,Peaty,5.5,23.6341692110938,76.3658307889062,13.9336306911772,55.0,45.0,35.0,686.7
284,Cotton,Peaty,5.5,21.18046587605219,78.81953412394782,9.939943301966714,60.50000000000001,49.50000000000001,42.0,793.9
285,Sugarcane,Saline,8.0,11.233508878307212,80.0,12.3679468355638,84.5,66.0,54.0,1398.3
286,Tomato,Clay,6.25,16.366881739721336,80.0,11.275536526824103,60.0,45.0,40.0,1111.1
287,Potato,Saline,8.0,17.518680231062127,80.0,11.747187879952188,71.5,55.0,40.5,682.0
288,Wheat,Sandy,6.75,5.818973134483517,80.0,11.523973980737631,55.00000000000001,40.0,27.0,784.8
289,Corn,Peaty,5.5,4.235547035237586,80.0,11.095902979065366,66.0,49.50000000000001,35.0,1188.0
290,Rice,Peaty,5.5,13.075790590264372,80.0,11.391916848770377,71.5,54.0,38.5,1395.5
291,Barley,Clay,6.25,20.831513736183947,79.16848626381605,10.80217694221571,60.0,50.0,40.0,530.8
292,Cotton,Clay,6.25,15.601128167171066,80.0,9.924919123764568,66.0,55.00000000000001,48.0,713.9
293,Sugarcane,Saline,8.0,16.434587143361615,80.0,9.653133655127634,84.5,66.0,54.0,1207.3
294,Tomato,Clay,6.25,19.98906359132014,80.0,11.5232730109345,60.0,45.0,40.0,837.7
295,Potato,Peaty,5.5,15.322372074050602,80.0,4.073600300938386,60.50000000000001,45.0,31.5,620.7
296,Wheat,Loamy,6.5,20.719939596010818,79.28006040398918,3.9532016900107054,77.0,60.0,45.0,772.5
297,Corn,Loamy,6.5,11.99208159292862,80.0,11.937753477381433,84.0,66.0,50.0,860.3
298,Rice,Sandy,6.75,8.846122271169595,80.0,9.218978527834716,65.0,48.0,33.0,1402.7
299,Barley,Peaty,5.5,12.1977245086003,80.0,14.563516413294224,55.0,45.0,35.0,579.1
300,Cotton,Clay,6.25,9.860486171431525,80.0,5.899363904753737,66.0,55.00000000000001,48.0,938.8
301,Sugarcane,Loamy,6.5,21.03904654230501,78.96095345769498,9.050049912216316,91.0,72.0,60.0,1316.6
302,Tomato,Clay,6.25,18.810992003961054,80.0,9.301984274440004,60.0,45.0,40.0,1180.5
303,Potato,Saline,8.0,12.268777758737588,80.0,11.17541201620764,71.5,55.0,40.5,692.0
304,Wheat,Saline,8.0,10.029468834789036,80.0,9.907183008533128,71.5,55.0,40.5,620.5
305,Corn,Peaty,5.5,25.30279308308026,74.69720691691974,7.9392527326225375,66.0,49.50000000000001,35.0,756.9
306,Rice,Peaty,5.5,13.052016965706038,80.0,11.661499995344638,71.5,54.0,38.5,1319.0
307,Barley,Saline,8.0,17.665070395755695,80.0,7.375538859771643,65.0,55.0,45.0,630.4
308,Cotton,Clay,6.25,13.10121330009879,80.0,16.471924639796512,66.0,55.00000000000001,48.0,691.0
309,Sugarcane,Clay,6.25,10.256390885394374,80.0,3.514463614742107,78.0,60.0,48.0,1497.4
310,Tomato,Saline,8.0,13.715227548232503,80.0,11.37991642881735,65.0,49.5,45.0,1132.7
311,Potato,Sandy,6.75,11.978304642183442,80.0,9.77254781254536,55.00000000000001,40.0,27.0,696.5
312,Wheat,Peaty,5.5,21.00206953972213,78.99793046027787,8.029317163085812,60.50000000000001,45.0,31.5,793.2
313,Corn,Loamy,6.5,17.68326376263643,80.0,13.732101844404584,84.0,66.0,50.0,612.9
314,Rice,Clay,6.25,18.035655503918093,80.0,13.933476658954316,78.0,60.0,44.0,1442.1
315,Barley,Sandy,6.75,12.487687565446915,80.0,7.415848892929769,50.0,40.0,30.0,644.9
316,Cotton,Clay,6.25,19.639200640406187,80.0,14.36685607024335,66.0,55.00000000000001,48.0,651.0
317,Sugarcane,Peaty,5.5,16.14977223921106,80.0,7.275093607102583,71.5,54.0,42.0,1335.9
318,Tomato,Peaty,5.5,11.104930784831538,80.0,6.656572519385963,55.0,40.5,35.0,603.0
319,Potato,Peaty,5.5,12.580944342294517,80.0,9.005631106826083,60.50000000000001,45.0,31.5,503.3
320,Wheat,Sandy,6.75,16.51166870881667,80.0,5.02226614483255,55.00000000000001,40.0,27.0,846.9
321,Corn,Peaty,5.5,18.027698890402014,80.0,9.559003653408782,66.0,49.50000000000001,35.0,943.9
322,Rice,Loamy,6.5,16.47262371226928,80.0,4.847512797577721,91.0,72.0,55.00000000000001,1277.4
323,Barley,Saline,8.0,16.570264837999297,80.0,12.438068276931986,65.0,55.0,45.0,481.9
324,Cotton,Sandy,6.75,12.521516286550275,80.0,4.3024708362535975,55.00000000000001,44.0,36.0,633.4
325,Sugarcane,Loamy,6.5,20.009761338958832,79.99023866104116,10.615080061185637,91.0,72.0,60.0,1394.4
326,Tomato,Clay,6.25,13.835532933814507,80.0,9.372930228141923,60.0,45.0,40.0,660.0
327,Potato,Clay,6.25,8.532321282031681,80.0,13.233861685317272,66.0,50.0,36.0,546.6
328,Wheat,Saline,8.0,23.19470413672095,76.80529586327904,17.87525901886498,71.5,55.0,40.5,740.4
329,Corn,Peaty,5.5,16.182123381312245,80.0,7.64530506075328,66.0,49.50000000000001,35.0,680.2
330,Rice,Clay,6.25,18.8691637182114,80.0,13.366525086405057,78.0,60.0,44.0,1339.2
331,Barley,Loamy,6.5,17.376427946599456,80.0,15.180891553700215,70.0,60.0,50.0,706.5
332,Cotton,Sandy,6.75,9.096089686748304,80.0,8.344425562322659,55.00000000000001,44.0,36.0,802.2
333,Sugarcane,Loamy,6.5,15.632245114117312,80.0,7.936187837608519,91.0,72.0,60.0,1083.5
334,Tomato,Clay,6.25,24.43307323044705,75.56692676955295,14.81835847549388,60.0,45.0,40.0,670.6
335,Potato,Peaty,5.5,14.964786005376322,80.0,13.937225865227896,60.50000000000001,45.0,31.5,680.7
336,Wheat,Saline,8.0,12.841021056798969,80.0,7.341872637004979,71.5,55.0,40.5,614.1
337,Corn,Peaty,5.5,14.323785521839843,80.0,12.319299824616614,66.0,49.50000000000001,35.0,817.7
338,Rice,Saline,8.0,17.278448343336258,80.0,6.754891481258796,84.5,66.0,49.50000000000001,1222.7
339,Barley,Peaty,5.5,14.920901448689662,80.0,13.595924115973151,55.0,45.0,35.0,623.3
340,Cotton,Saline,8.0,6.157803172185743,80.0,8.76573708202189,71.5,60.50000000000001,54.0,755.6
341,Sugarcane,Saline,8.0,13.155848852037298,80.0,11.205313847675722,84.5,66.0,54.0,1289.4
342,Tomato,Saline,8.0,21.952498906203733,78.04750109379627,12.727648499359384,65.0,49.5,45.0,1098.1
343,Potato,Clay,6.25,15.499527719512049,80.0,10.43788482913945,66.0,50.0,36.0,546.4
344,Wheat,Peaty,5.5,10.229691261268387,80.0,7.1391861609409055,60.50000000000001,45.0,31.5,890.8
345,Corn,Sandy,6.75,5.317406327459421,80.0,8.421765903364124,60.0,44.0,30.0,1068.3
346,Rice,Peaty,5.5,20.26528716507689,79.7347128349231,16.099915895810394,71.5,54.0,38.5,1393.4
347,Barley,Loamy,6.5,9.523491924650711,80.0,12.2105316912773,70.0,60.0,50.0,508.1
348,Cotton,Sandy,6.75,13.11542887293052,80.0,11.225035493184334,55.00000000000001,44.0,36.0,872.6
349,Sugarcane,Saline,8.0,9.448002413519896,80.0,11.70116655216431,84.5,66.0,54.0,1259.9
350,Tomato,Sandy,6.75,27.07395499329316,72.92604500670684,8.177963203703635,50.0,36.0,30.0,1146.7
351,Potato,Sandy,6.75,16.002845986154714,80.0,13.445912048286148,55.00000000000001,40.0,27.0,665.8
352,Wheat,Sandy,6.75,10.862048896756402,80.0,10.258431649139125,55.00000000000001,40.0,27.0,941.5
353,Corn,Saline,8.0,0.3932475825269641,80.0,11.212771585040358,78.0,60.50000000000001,45.0,658.3
354,Rice,Sandy,6.75,12.758098904730588,80.0,16.030027867900003,65.0,48.0,33.0,1240.9
355,Barley,Peaty,5.5,9.82813586038201,80.0,10.062381123026224,55.0,45.0,35.0,778.0
356,Cotton,Saline,8.0,22.286792791355104,77.71320720864489,8.551769433453902,71.5,60.50000000000001,54.0,683.4
357,Sugarcane,Peaty,5.5,7.769359837199189,80.0,10.284981254068914,71.5,54.0,42.0,1162.3
358,Tomato,Sandy,6.75,17.55707750464977,80.0,14.747781896444776,50.0,36.0,30.0,915.5
359,Potato,Sandy,6.75,19.415548885735795,80.0,9.766488408961594,55.00000000000001,40.0,27.0,696.4
360,Wheat,Loamy,6.5,15.566352052688822,80.0,5.6851660650479,77.0,60.0,45.0,513.7
361,Corn,Peaty,5.5,11.65927957230503,80.0,7.169850851890192,66.0,49.50000000000001,35.0,719.1
362,Rice,Sandy,6.75,18.826951070852168,80.0,9.424535625380082,65.0,48.0,33.0,1381.1
363,Barley,Peaty,5.5,15.588606086904552,80.0,6.313598744343588,55.0,45.0,35.0,545.2
364,Cotton,Peaty,5.5,8.58411286035096,80.0,8.360477816473736,60.50000000000001,49.50000000000001,42.0,1101.1
365,Sugarcane,Saline,8.0,18.90899655656456,80.0,11.703060252803756,84.5,66.0,54.0,1036.0
366,Tomato,Loamy,6.5,11.860417387009589,80.0,10.574562891597894,70.0,54.0,50.0,674.9
367,Potato,Sandy,6.75,16.32528022420156,80.0,9.8649195315134,55.00000000000001,40.0,27.0,614.2
368,Wheat,Saline,8.0,20.936930257823757,79.06306974217625,17.76869092605584,71.5,55.0,40.5,573.0
369,Corn,Saline,8.0,16.628981582910832,80.0,11.451318222855535,78.0,60.50000000000001,45.0,601.5
370,Rice,Loamy,6.5,16.383545219524922,80.0,12.196421690455349,91.0,72.0,55.00000000000001,1270.6
371,Barley,Loamy,6.5,10.800873762739162,80.0,10.209337640496392,70.0,60.0,50.0,545.0
372,Cotton,Clay,6.25,17.107367249379514,80.0,12.290773301859566,66.0,55.00000000000001,48.0,766.3
373,Sugarcane,Sandy,6.75,14.484883993013922,80.0,13.675397044503622,65.0,48.0,36.0,1363.2
374,Tomato,Peaty,5.5,15.67772296079315,80.0,8.532715642243279,55.0,40.5,35.0,720.3
375,Potato,Loamy,6.5,12.676913513508037,80.0,10.603478967618518,77.0,60.0,45.0,513.2
376,Wheat,Clay,6.25,5.319423431606893,80.0,10.377540908858071,66.0,50.0,36.0,581.8
377,Corn,Peaty,5.5,8.416255765889716,80.0,11.051890297820677,66.0,49.50000000000001,35.0,787.2
378,Rice,Loamy,6.5,19.2962861249992,80.0,11.038533237498225,91.0,72.0,55.00000000000001,1240.1
379,Barley,Peaty,5.5,7.859845834496176,80.0,7.144448575976128,55.0,45.0,35.0,431.7
380,Cotton,Sandy,6.75,15.952498398895331,80.0,11.539317394528249,55.00000000000001,44.0,36.0,778.9
381,Sugarcane,Clay,6.25,19.21707154698,80.0,11.485638859372337,78.0,60.0,48.0,1034.3
382,Tomato,Sandy,6.75,15.771579158167931,80.0,12.66598826065288,50.0,36.0,30.0,1149.7
383,Potato,Peaty,5.5,11.117590959701785,80.0,16.273854707273756,60.50000000000001,45.0,31.5,512.2
384,Wheat,Sandy,6.75,5.573999739894415,80.0,9.111197669473356,55.00000000000001,40.0,27.0,546.6
385,Corn,Loamy,6.5,18.89617017156804,80.0,11.966831194758674,84.0,66.0,50.0,719.5
386,Rice,Loamy,6.5,19.75153795986788,80.0,15.131840117745776,91.0,72.0,55.00000000000001,1385.5
387,Barley,Sandy,6.75,14.155891384049946,80.0,8.325671926882132,50.0,40.0,30.0,543.3
388,Cotton,Sandy,6.75,20.81754383977493,79.18245616022506,10.54476053784637,55.00000000000001,44.0,36.0,1068.5
389,Sugarcane,Sandy,6.75,19.87598814891215,80.0,11.503282509819536,65.0,48.0,36.0,1497.8
390,Tomato,Saline,8.0,20.005230462835705,79.9947695371643,8.44626204983863,65.0,49.5,45.0,797.1
391,Potato,Peaty,5.5,9.397886700441916,80.0,9.670186853889447,60.50000000000001,45.0,31.5,694.8
392,Wheat,Saline,8.0,22.007828687576637,77.99217131242337,13.32716214379476,71.5,55.0,40.5,902.7
393,Corn,Peaty,5.5,12.487002696968837,80.0,16.51282815249344,66.0,49.50000000000001,35.0,1067.4
394,Rice,Clay,6.25,13.961844735088103,80.0,4.750066377343609,78.0,60.0,44.0,1479.9
395,Barley,Clay,6.25,13.922508988400654,80.0,8.681233866904678,60.0,50.0,40.0,660.4
396,Cotton,Saline,8.0,7.333626981454376,80.0,5.781047608984498,71.5,60.50000000000001,54.0,663.8
397,Sugarcane,Loamy,6.5,8.560263052410003,80.0,2.105704349740281,91.0,72.0,60.0,1241.4
398,Tomato,Sandy,6.75,26.818589346483503,73.1814106535165,13.253438749219212,50.0,36.0,30.0,1102.4
399,Potato,Sandy,6.75,12.538244939302196,80.0,5.971286805191175,55.00000000000001,40.0,27.0,635.5
400,Wheat,Sandy,6.75,14.679648499357512,80.0,8.229173549920652,55.00000000000001,40.0,27.0,528.9
401,Corn,Saline,8.0,11.453248560319668,80.0,12.316064686010268,78.0,60.50000000000001,45.0,1155.5
402,Rice,Sandy,6.75,12.584694741582805,80.0,10.440379035956648,65.0,48.0,33.0,1320.0
403,Barley,Clay,6.25,19.48419657932766,80.0,13.229115985723542,60.0,50.0,40.0,797.0
404,Cotton,Sandy,6.75,12.545312750643172,80.0,4.976667208516912,55.00000000000001,44.0,36.0,1023.8
405,Sugarcane,Sandy,6.75,15.843273359833638,80.0,11.325821948708228,65.0,48.0,36.0,1311.0
406,Tomato,Loamy,6.5,22.05466189873135,77.94533810126865,10.16672667999448,70.0,54.0,50.0,899.0
407,Potato,Loamy,6.5,16.033620236224973,80.0,12.276815800365842,77.0,60.0,45.0,565.3
408,Wheat,Loamy,6.5,9.281368963396693,80.0,10.32567911732957,77.0,60.0,45.0,683.9
409,Corn,Loamy,6.5,13.959415713637302,80.0,7.492137761257911,84.0,66.0,50.0,952.4
410,Rice,Clay,6.25,14.126810740950347,80.0,5.544933525157306,78.0,60.0,44.0,1221.1
411,Barley,Peaty,5.5,13.323021386131035,80.0,6.41908950473056,55.0,45.0,35.0,601.1
412,Cotton,Loamy,6.5,8.356973902022183,80.0,4.54207621400583,77.0,66.0,60.0,625.3
413,Sugarcane,Clay,6.25,13.637861493778544,80.0,9.775267466034943,78.0,60.0,48.0,1253.4
414,Tomato,Clay,6.25,3.0413917114360327,80.0,9.24023526992437,60.0,45.0,40.0,1074.3
415,Potato,Peaty,5.5,14.22767240566012,80.0,11.291718016282148,60.50000000000001,45.0,31.5,635.7
416,Wheat,Loamy,6.5,20.55151180991382,79.44848819008618,6.449781435200406,77.0,60.0,45.0,617.2
417,Corn,Peaty,5.5,21.362437232993692,78.6375627670063,14.543910719741074,66.0,49.50000000000001,35.0,631.1
418,Rice,Peaty,5.5,9.426261463375551,80.0,10.293027566680838,71.5,54.0,38.5,1484.2
419,Barley,Loamy,6.5,14.213512873995484,80.0,6.70556356590746,70.0,60.0,50.0,756.3
420,Cotton,Clay,6.25,14.82002294011379,80.0,12.090863213532206,66.0,55.00000000000001,48.0,980.0
421,Sugarcane,Peaty,5.5,15.071616291053,80.0,10.468563468822632,71.5,54.0,42.0,1191.4
422,Tomato,Peaty,5.5,11.110405936663096,80.0,17.898773310789554,55.0,40.5,35.0,834.5
423,Potato,Saline,8.0,18.190255507203787,80.0,11.50253342483337,71.5,55.0,40.5,663.1
424,Wheat,Peaty,5.5,15.854159492066486,80.0,13.780622218236516,60.50000000000001,45.0,31.5,956.0
425,Corn,Saline,8.0,9.084925033339374,80.0,16.22224800924992,78.0,60.50000000000001,45.0,1122.2
426,Rice,Loamy,6.5,18.15528259010753,80.0,8.03775997055704,91.0,72.0,55.00000000000001,1222.0
427,Barley,Sandy,6.75,20.303214652430825,79.69678534756918,9.43059244075774,50.0,40.0,30.0,639.8
428,Cotton,Loamy,6.5,16.357107469004713,80.0,10.76121898448372,77.0,66.0,60.0,899.1
429,Sugarcane,Saline,8.0,12.272770005301282,80.0,9.852899879699564,84.5,66.0,54.0,1392.3
430,Tomato,Saline,8.0,23.14504801674634,76.85495198325366,8.003543755929353,65.0,49.5,45.0,1107.1
431,Potato,Clay,6.25,16.885501969510933,80.0,9.912211558945064,66.0,50.0,36.0,588.1
432,Wheat,Loamy,6.5,4.321628930106522,80.0,19.41324560097998,77.0,60.0,45.0,977.2
433,Corn,Loamy,6.5,16.1161945706458,80.0,13.581868779964834,84.0,66.0,50.0,1072.4
434,Rice,Peaty,5.5,14.46674354281802,80.0,14.171282423219148,71.5,54.0,38.5,1410.4
435,Barley,Loamy,6.5,11.027869732656598,80.0,11.780670166842588,70.0,60.0,50.0,526.0
436,Cotton,Clay,6.25,20.505778811236432,79.49422118876356,14.277809744437343,66.0,55.00000000000001,48.0,867.5
437,Sugarcane,Peaty,5.5,11.866413877050174,80.0,12.587180417148277,71.5,54.0,42.0,1264.1
438,Tomato,Loamy,6.5,17.565427100486467,80.0,12.175287360543992,70.0,54.0,50.0,968.1
439,Potato,Sandy,6.75,15.902916033041816,80.0,10.435716150344996,55.00000000000001,40.0,27.0,522.2
440,Wheat,Peaty,5.5,11.624108625128091,80.0,9.566443987853448,60.50000000000001,45.0,31.5,654.6
441,Corn,Peaty,5.5,13.460192351804798,80.0,15.175351996775715,66.0,49.50000000000001,35.0,902.2
442,Rice,Saline,8.0,15.150953936050776,80.0,11.825822327070222,84.5,66.0,49.50000000000001,1227.6
443,Barley,Clay,6.25,13.902780941775683,80.0,11.977737005297216,60.0,50.0,40.0,478.8
444,Cotton,Clay,6.25,18.18146584219305,80.0,12.61875756031236,66.0,55.00000000000001,48.0,965.5
445,Sugarcane,Loamy,6.5,15.297764841568076,80.0,8.974336791486145,91.0,72.0,60.0,1481.3
446,Tomato,Saline,8.0,21.01313650523832,78.98686349476168,14.44371564576641,65.0,49.5,45.0,769.0
447,Potato,Sandy,6.75,18.389718924763365,80.0,11.218255591048704,55.00000000000001,40.0,27.0,601.4
448,Wheat,Clay,6.25,19.21686311078529,80.0,11.67834722798511,66.0,50.0,36.0,994.0
449,Corn,Peaty,5.5,21.848543889848905,78.15145611015109,11.1772479015363,66.0,49.50000000000001,35.0,638.7
450,Rice,Clay,6.25,9.38469719927724,80.0,9.027325543005128,78.0,60.0,44.0,1449.3
451,Barley,Sandy,6.75,19.679407781358577,80.0,8.1214299033353,50.0,40.0,30.0,586.3
452,Cotton,Loamy,6.5,11.112304800775112,80.0,13.208824786473942,77.0,66.0,60.0,673.7
453,Sugarcane,Peaty,5.5,16.312806645009626,80.0,10.580769734102631,71.5,54.0,42.0,1141.2
454,Tomato,Peaty,5.5,14.313141058003016,80.0,7.752379126857222,55.0,40.5,35.0,850.7
455,Potato,Clay,6.25,18.69040187454825,80.0,10.332668436663305,66.0,50.0,36.0,588.7
456,Wheat,Sandy,6.75,11.708632783993409,80.0,8.818728050580365,55.00000000000001,40.0,27.0,896.3
457,Corn,Sandy,6.75,15.788753905148576,80.0,10.609908830707225,60.0,44.0,30.0,704.0
458,Rice,Peaty,5.5,2.8739286106369946,80.0,9.909485000112596,71.5,54.0,38.5,1216.3
459,Barley,Clay,6.25,20.558592837620942,79.44140716237905,13.812098755276573,60.0,50.0,40.0,630.3
460,Cotton,Sandy,6.75,17.412620244142957,80.0,11.177395423379766,55.00000000000001,44.0,36.0,1020.1
461,Sugarcane,Sandy,6.75,18.24068634953767,80.0,12.26756487927982,65.0,48.0,36.0,1362.1
462,Tomato,Peaty,5.5,12.830169289635943,80.0,7.391010756175917,55.0,40.5,35.0,814.5
463,Potato,Peaty,5.5,15.691493448929052,80.0,8.980256482692349,60.50000000000001,45.0,31.5,566.3
464,Wheat,Sandy,6.75,17.57200468285219,80.0,11.769166278224148,55.00000000000001,40.0,27.0,602.5
465,Corn,Clay,6.25,15.506783557732756,80.0,9.314200253979944,72.0,55.00000000000001,40.0,1035.0
466,Rice,Sandy,6.75,10.704560288179652,80.0,13.586008354008449,65.0,48.0,33.0,1400.7
467,Barley,Saline,8.0,17.218069613410893,80.0,11.614185160545428,65.0,55.0,45.0,747.7
468,Cotton,Sandy,6.75,13.35732545768634,80.0,11.315427216429182,55.00000000000001,44.0,36.0,1062.7
469,Sugarcane,Loamy,6.5,11.184255884281429,80.0,10.407261639752996,91.0,72.0,60.0,1137.3
470,Tomato,Saline,8.0,8.232200719328034,80.0,12.942560347412424,65.0,49.5,45.0,734.2
471,Potato,Clay,6.25,18.143579304001527,80.0,6.320553730574531,66.0,50.0,36.0,692.5
472,Wheat,Loamy,6.5,28.35109948638669,71.64890051361331,12.030899162018612,77.0,60.0,45.0,500.3
473,Corn,Peaty,5.5,20.31855683796614,79.68144316203386,10.89368474943607,66.0,49.50000000000001,35.0,818.5
474,Rice,Saline,8.0,24.483726199254765,75.51627380074524,5.070433566537498,84.5,66.0,49.50000000000001,1374.5
475,Barley,Clay,6.25,33.30735082864009,66.6926491713599,10.45485648208189,60.0,50.0,40.0,549.3
476,Cotton,Sandy,6.75,34.90789582407596,65.09210417592405,11.987443180493546,55.00000000000001,44.0,36.0,863.6
477,Sugarcane,Clay,6.25,19.314293097318888,80.0,7.18178264859845,78.0,60.0,48.0,1367.7
478,Tomato,Peaty,5.5,26.888638311608176,73.11136168839182,14.74162205970512,55.0,40.5,35.0,1195.8
479,Potato,Loamy,6.5,31.215917186071792,68.78408281392821,7.303560435895295,77.0,60.0,45.0,630.9
480,Wheat,Peaty,5.5,20.824285491849885,79.17571450815012,16.26861616508432,60.50000000000001,45.0,31.5,894.6
481,Corn,Saline,8.0,25.923702894478623,74.07629710552138,11.963962488724023,78.0,60.50000000000001,45.0,635.8
482,Rice,Clay,6.25,18.462128080544996,80.0,10.574982675204348,78.0,60.0,44.0,1305.5
483,Barley,Saline,8.0,17.21618327060638,80.0,12.861015034497342,65.0,55.0,45.0,508.3
484,Cotton,Loamy,6.5,26.659219316292575,73.34078068370742,12.469686635040468,77.0,66.0,60.0,600.8
485,Sugarcane,Clay,6.25,27.12943603096518,72.87056396903482,10.057443332247257,78.0,60.0,48.0,1225.9
486,Tomato,Peaty,5.5,27.43936142435537,72.56063857564463,12.159273826444544,55.0,40.5,35.0,896.9
487,Potato,Sandy,6.75,26.160779748710176,73.83922025128982,6.390602193949921,55.00000000000001,40.0,27.0,550.9
488,Wheat,Peaty,5.5,18.74796133015141,80.0,11.8135459790661,60.50000000000001,45.0,31.5,876.5
489,Corn,Loamy,6.5,22.7395483358346,77.2604516641654,7.465850614731714,84.0,66.0,50.0,1040.3
490,Rice,Saline,8.0,35.49860894583258,64.50139105416741,9.25892289776201,84.5,66.0,49.50000000000001,1439.8
491,Barley,Loamy,6.5,21.762290971824203,78.2377090281758,9.97839986262899,70.0,60.0,50.0,402.5
492,Cotton,Loamy,6.5,21.997882171306475,78.00211782869353,9.746311002568577,77.0,66.0,60.0,778.4
493,Sugarcane,Clay,6.25,30.959794280585584,69.04020571941442,8.223200407524654,78.0,60.0,48.0,1020.7
